participant_id,slot,scene_no,event_id,task,environment,object_label,scene_interactiveobj,scene_slug,scene_dir,asset_path,url_anchor,review_copy
P027,4,2,0021,monitor,hospital,tripod_0001,hospital_tripod_0001,hospital_1-0000_1200,hospital_1_0021_monitor_tripod_0001_proposal_human_node_O_82_crop_frame_000242_stamp_62150000926_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0021_monitor_tripod_0001_proposal_human_node_O_82_crop_frame_000242_stamp_62150000926_lifting,#scene-002-0021-hospital-monitor,1
P027,5,48,0071,warn,office,largetable_0002,office_largetable_0002,office_1-1200_2400,office_1_0071_warn_largetable_0002_proposal_human_node_O_178_crop_frame_000372_stamp_361100005380_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0071_warn_largetable_0002_proposal_human_node_O_178_crop_frame_000372_stamp_361100005380_carrying,#scene-048-0071-office-warn,3
P028,1,5,0031,avoid,hospital,tripod_0001,hospital_tripod_0001,hospital_1-0000_1200,hospital_1_0031_avoid_tripod_0001_proposal_human_node_O_82_crop_frame_000299_stamp_72450001079_holding,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0031_avoid_tripod_0001_proposal_human_node_O_82_crop_frame_000299_stamp_72450001079_holding,#scene-005-0031-hospital-avoid,1
P028,2,27,0020,monitor,office,largebox_0001,office_largebox_0001,office_1-0000_1200,office_1_0020_monitor_largebox_0001_proposal_human_node_O_7_crop_frame_000126_stamp_225600003361_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0020_monitor_largebox_0001_proposal_human_node_O_7_crop_frame_000126_stamp_225600003361_kicking,#scene-027-0020-office-monitor,6
P028,3,59,0042,assist,warehouse,largebox_0002,warehouse_largebox_0002,warehouse_1,warehouse_1_0042_assist_largebox_0002_proposal_human_node_O_58_crop_frame_000205_stamp_92200001373_holding,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0042_assist_largebox_0002_proposal_human_node_O_58_crop_frame_000205_stamp_92200001373_holding,#scene-059-0042-warehouse-assist,2
P028,4,48,0071,warn,office,largetable_0002,office_largetable_0002,office_1-1200_2400,office_1_0071_warn_largetable_0002_proposal_human_node_O_178_crop_frame_000372_stamp_361100005380_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0071_warn_largetable_0002_proposal_human_node_O_178_crop_frame_000372_stamp_361100005380_carrying,#scene-048-0071-office-warn,1
P028,5,65,0088,continue,warehouse,smallbox_0001,warehouse_smallbox_0001,warehouse_1,warehouse_1_0088_continue_smallbox_0001_proposal_human_node_O_138_crop_frame_000458_stamp_148700002215_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0088_continue_smallbox_0001_proposal_human_node_O_138_crop_frame_000458_stamp_148700002215_carrying,#scene-065-0088-warehouse-continue,5
P029,1,44,0044,continue,office,smalltable_0001,office_smalltable_0001,office_1-1200_2400,office_1_0044_continue_smalltable_0001_proposal_human_node_O_175_crop_frame_000265_stamp_336300005011_standing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0044_continue_smalltable_0001_proposal_human_node_O_175_crop_frame_000265_stamp_336300005011_standing,#scene-044-0044-office-continue,1
P029,2,3,0023,warn,hospital,tripod_0001,hospital_tripod_0001,hospital_1-0000_1200,hospital_1_0023_warn_tripod_0001_proposal_human_node_O_82_crop_frame_000254_stamp_64250000957_dropping,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0023_warn_tripod_0001_proposal_human_node_O_82_crop_frame_000254_stamp_64250000957_dropping,#scene-003-0023-hospital-warn,3
P029,3,8,0036,assist,hospital,suitcase_0001,hospital_suitcase_0001,hospital_1-0000_1200,hospital_1_0036_assist_suitcase_0001_proposal_human_node_O_97_crop_frame_000336_stamp_79050001177_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0036_assist_suitcase_0001_proposal_human_node_O_97_crop_frame_000336_stamp_79050001177_lifting,#scene-008-0036-hospital-assist,1
P029,4,13,0005,avoid,office,largetable_0001,office_largetable_0001,office_1-0000_1200,office_1_0005_avoid_largetable_0001_proposal_human_node_O_19_crop_frame_000057_stamp_212700003169_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0005_avoid_largetable_0001_proposal_human_node_O_19_crop_frame_000057_stamp_212700003169_lifting,#scene-013-0005-office-avoid,3
P029,5,53,0012,monitor,warehouse,tripod_0001,warehouse_tripod_0001,warehouse_1,warehouse_1_0012_monitor_tripod_0001_proposal_human_node_O_14_crop_frame_000068_stamp_65900000981_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0012_monitor_tripod_0001_proposal_human_node_O_14_crop_frame_000068_stamp_65900000981_carrying,#scene-053-0012-warehouse-monitor,3
P030,1,22,0015,avoid,office,monitor_0004,office_monitor_0004,office_1-4800_6000,office_1_0015_avoid_monitor_0004_proposal_human_node_O_66_crop_frame_000354_stamp_587750008758_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0015_avoid_monitor_0004_proposal_human_node_O_66_crop_frame_000354_stamp_587750008758_lifting,#scene-022-0015-office-avoid,6
P030,2,2,0021,monitor,hospital,tripod_0001,hospital_tripod_0001,hospital_1-0000_1200,hospital_1_0021_monitor_tripod_0001_proposal_human_node_O_82_crop_frame_000242_stamp_62150000926_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0021_monitor_tripod_0001_proposal_human_node_O_82_crop_frame_000242_stamp_62150000926_lifting,#scene-002-0021-hospital-monitor,6
P030,3,62,0081,continue,warehouse,tripod_0001,warehouse_tripod_0001,warehouse_1,warehouse_1_0081_continue_tripod_0001_proposal_human_node_O_14_crop_frame_000415_stamp_137700002051_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0081_continue_tripod_0001_proposal_human_node_O_14_crop_frame_000415_stamp_137700002051_carrying,#scene-062-0081-warehouse-continue,4
P030,4,40,0036,warn,office,largebox_0001,office_largebox_0001,office_1-2400_3600,office_1_0036_warn_largebox_0001_proposal_human_node_O_149_crop_frame_000267_stamp_412550006147_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0036_warn_largebox_0001_proposal_human_node_O_149_crop_frame_000267_stamp_412550006147_kicking,#scene-040-0036-office-warn,4
P030,5,11,0001,assist,office,largetable_0001,office_largetable_0001,office_1-0000_1200,office_1_0001_assist_largetable_0001_proposal_human_node_O_19_crop_frame_000047_stamp_211000003144_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0001_assist_largetable_0001_proposal_human_node_O_19_crop_frame_000047_stamp_211000003144_lifting,#scene-011-0001-office-assist,2
P031,1,60,0047,avoid,warehouse,plasticbox_0001,warehouse_plasticbox_0001,warehouse_1,warehouse_1_0047_avoid_plasticbox_0001_proposal_human_node_O_16_crop_frame_000248_stamp_100050001490_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0047_avoid_plasticbox_0001_proposal_human_node_O_16_crop_frame_000248_stamp_100050001490_lifting,#scene-060-0047-warehouse-avoid,6
P031,2,46,0051,assist,office,sm_briefcase3,office_sm_briefcase3,office_1-1200_2400,office_1_0051_assist_sm_briefcase3_proposal_human_node_O_178_crop_frame_000278_stamp_339500005058_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0051_assist_sm_briefcase3_proposal_human_node_O_178_crop_frame_000278_stamp_339500005058_carrying,#scene-046-0051-office-assist,2
P031,3,14,0007,continue,office,trashcan_0001,office_trashcan_0001,office_1-3600_4800,office_1_0007_continue_trashcan_0001_proposal_human_node_O_14_crop_frame_000026_stamp_444450006622_standing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0007_continue_trashcan_0001_proposal_human_node_O_14_crop_frame_000026_stamp_444450006622_standing,#scene-014-0007-office-continue,1
P031,4,27,0020,monitor,office,largebox_0001,office_largebox_0001,office_1-0000_1200,office_1_0020_monitor_largebox_0001_proposal_human_node_O_7_crop_frame_000126_stamp_225600003361_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0020_monitor_largebox_0001_proposal_human_node_O_7_crop_frame_000126_stamp_225600003361_kicking,#scene-027-0020-office-monitor,3
P031,5,23,0016,warn,office,monitor_0004,office_monitor_0004,office_1-4800_6000,office_1_0016_warn_monitor_0004_proposal_human_node_O_66_crop_frame_000354_stamp_587850008759_dropping,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0016_warn_monitor_0004_proposal_human_node_O_66_crop_frame_000354_stamp_587850008759_dropping,#scene-023-0016-office-warn,1
P032,1,8,0036,assist,hospital,suitcase_0001,hospital_suitcase_0001,hospital_1-0000_1200,hospital_1_0036_assist_suitcase_0001_proposal_human_node_O_97_crop_frame_000336_stamp_79050001177_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0036_assist_suitcase_0001_proposal_human_node_O_97_crop_frame_000336_stamp_79050001177_lifting,#scene-008-0036-hospital-assist,3
P032,2,60,0047,avoid,warehouse,plasticbox_0001,warehouse_plasticbox_0001,warehouse_1,warehouse_1_0047_avoid_plasticbox_0001_proposal_human_node_O_16_crop_frame_000248_stamp_100050001490_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0047_avoid_plasticbox_0001_proposal_human_node_O_16_crop_frame_000248_stamp_100050001490_lifting,#scene-060-0047-warehouse-avoid,2
P032,3,35,0029,monitor,office,woodchair_0001,office_woodchair_0001,office_1-3600_4800,office_1_0029_monitor_woodchair_0001_proposal_human_node_O_86_crop_frame_000253_stamp_492600007340_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0029_monitor_woodchair_0001_proposal_human_node_O_86_crop_frame_000253_stamp_492600007340_lifting,#scene-035-0029-office-monitor,5
P032,4,54,0014,warn,warehouse,tripod_0001,warehouse_tripod_0001,warehouse_1,warehouse_1_0014_warn_tripod_0001_proposal_human_node_O_14_crop_frame_000084_stamp_68550001021_dropping,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0014_warn_tripod_0001_proposal_human_node_O_14_crop_frame_000084_stamp_68550001021_dropping,#scene-054-0014-warehouse-warn,1
P032,5,44,0044,continue,office,smalltable_0001,office_smalltable_0001,office_1-1200_2400,office_1_0044_continue_smalltable_0001_proposal_human_node_O_175_crop_frame_000265_stamp_336300005011_standing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0044_continue_smalltable_0001_proposal_human_node_O_175_crop_frame_000265_stamp_336300005011_standing,#scene-044-0044-office-continue,2
P033,1,1,0004,monitor,hospital,trashcan_0001,hospital_trashcan_0001,hospital_1-2400_3540,hospital_1_0004_monitor_trashcan_0001_proposal_human_node_O_29_crop_frame_000149_stamp_229400003418_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0004_monitor_trashcan_0001_proposal_human_node_O_29_crop_frame_000149_stamp_229400003418_kicking,#scene-001-0004-hospital-monitor,6
P033,2,11,0001,assist,office,largetable_0001,office_largetable_0001,office_1-0000_1200,office_1_0001_assist_largetable_0001_proposal_human_node_O_19_crop_frame_000047_stamp_211000003144_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0001_assist_largetable_0001_proposal_human_node_O_19_crop_frame_000047_stamp_211000003144_lifting,#scene-011-0001-office-assist,6
P033,3,19,0011,continue,office,plasticbox_0001,office_plasticbox_0001,office_1-2400_3600,office_1_0011_continue_plasticbox_0001_proposal_human_node_O_83_crop_frame_000081_stamp_378600005641_walking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0011_continue_plasticbox_0001_proposal_human_node_O_83_crop_frame_000081_stamp_378600005641_walking,#scene-019-0011-office-continue,1
P033,4,48,0071,warn,office,largetable_0002,office_largetable_0002,office_1-1200_2400,office_1_0071_warn_largetable_0002_proposal_human_node_O_178_crop_frame_000372_stamp_361100005380_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0071_warn_largetable_0002_proposal_human_node_O_178_crop_frame_000372_stamp_361100005380_carrying,#scene-048-0071-office-warn,2
P033,5,6,0033,avoid,hospital,plasticbox_0001,hospital_plasticbox_0001,hospital_1-1200_2400,hospital_1_0033_avoid_plasticbox_0001_proposal_human_node_O_132_crop_frame_000370_stamp_179700002677_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0033_avoid_plasticbox_0001_proposal_human_node_O_132_crop_frame_000370_stamp_179700002677_kicking,#scene-006-0033-hospital-avoid,4
P034,1,14,0007,continue,office,trashcan_0001,office_trashcan_0001,office_1-3600_4800,office_1_0007_continue_trashcan_0001_proposal_human_node_O_14_crop_frame_000026_stamp_444450006622_standing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0007_continue_trashcan_0001_proposal_human_node_O_14_crop_frame_000026_stamp_444450006622_standing,#scene-014-0007-office-continue,4
P034,2,29,0023,avoid,office,plasticbox_0001,office_plasticbox_0001,office_1-2400_3600,office_1_0023_avoid_plasticbox_0001_proposal_human_node_O_83_crop_frame_000105_stamp_383600005716_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0023_avoid_plasticbox_0001_proposal_human_node_O_83_crop_frame_000105_stamp_383600005716_kicking,#scene-029-0023-office-avoid,6
P034,3,42,0040,assist,office,monitor_0002,office_monitor_0002,office_1-1200_2400,office_1_0040_assist_monitor_0002_proposal_human_node_O_63_crop_frame_000207_stamp_325000004842_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0040_assist_monitor_0002_proposal_human_node_O_63_crop_frame_000207_stamp_325000004842_carrying,#scene-042-0040-office-assist,5
P034,4,4,0027,warn,hospital,plasticbox_0001,hospital_plasticbox_0001,hospital_1-1200_2400,hospital_1_0027_warn_plasticbox_0001_proposal_human_node_O_132_crop_frame_000329_stamp_171750002559_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0027_warn_plasticbox_0001_proposal_human_node_O_132_crop_frame_000329_stamp_171750002559_kicking,#scene-004-0027-hospital-warn,1
P034,5,28,0022,monitor,office,largebox_0002,office_largebox_0002,office_1-0000_1200,office_1_0022_monitor_largebox_0002_proposal_human_node_O_43_crop_frame_000133_stamp_226850003380_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0022_monitor_largebox_0002_proposal_human_node_O_43_crop_frame_000133_stamp_226850003380_kicking,#scene-028-0022-office-monitor,5
P035,1,42,0040,assist,office,monitor_0002,office_monitor_0002,office_1-1200_2400,office_1_0040_assist_monitor_0002_proposal_human_node_O_63_crop_frame_000207_stamp_325000004842_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0040_assist_monitor_0002_proposal_human_node_O_63_crop_frame_000207_stamp_325000004842_carrying,#scene-042-0040-office-assist,2
P035,2,21,0012,monitor,office,suitcase_0001,office_suitcase_0001,office_1-1200_2400,office_1_0012_monitor_suitcase_0001_proposal_human_node_O_21_crop_frame_000067_stamp_299050004456_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0012_monitor_suitcase_0001_proposal_human_node_O_21_crop_frame_000067_stamp_299050004456_kicking,#scene-021-0012-office-monitor,4
P035,3,50,0002,continue,warehouse,plasticbox_0001,warehouse_plasticbox_0001,warehouse_1,warehouse_1_0002_continue_plasticbox_0001_proposal_human_node_O_16_crop_frame_000024_stamp_57250000853_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0002_continue_plasticbox_0001_proposal_human_node_O_16_crop_frame_000024_stamp_57250000853_kicking,#scene-050-0002-warehouse-continue,6
P035,4,57,0024,warn,warehouse,largebox_0002,warehouse_largebox_0002,warehouse_1,warehouse_1_0024_warn_largebox_0002_proposal_human_node_O_58_crop_frame_000163_stamp_85250001270_throwing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0024_warn_largebox_0002_proposal_human_node_O_58_crop_frame_000163_stamp_85250001270_throwing,#scene-057-0024-warehouse-warn,1
P035,5,22,0015,avoid,office,monitor_0004,office_monitor_0004,office_1-4800_6000,office_1_0015_avoid_monitor_0004_proposal_human_node_O_66_crop_frame_000354_stamp_587750008758_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0015_avoid_monitor_0004_proposal_human_node_O_66_crop_frame_000354_stamp_587750008758_lifting,#scene-022-0015-office-avoid,2
P036,1,29,0023,avoid,office,plasticbox_0001,office_plasticbox_0001,office_1-2400_3600,office_1_0023_avoid_plasticbox_0001_proposal_human_node_O_83_crop_frame_000105_stamp_383600005716_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0023_avoid_plasticbox_0001_proposal_human_node_O_83_crop_frame_000105_stamp_383600005716_kicking,#scene-029-0023-office-avoid,3
P036,2,51,0004,monitor,warehouse,plasticbox_0001,warehouse_plasticbox_0001,warehouse_1,warehouse_1_0004_monitor_plasticbox_0001_proposal_human_node_O_16_crop_frame_000026_stamp_57650000859_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0004_monitor_plasticbox_0001_proposal_human_node_O_16_crop_frame_000026_stamp_57650000859_kicking,#scene-051-0004-warehouse-monitor,1
P036,3,10,0041,continue,hospital,tripod_0001,hospital_tripod_0001,hospital_1-0000_1200,hospital_1_0041_continue_tripod_0001_proposal_human_node_O_82_crop_frame_000387_stamp_87900001309_putting_down,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0041_continue_tripod_0001_proposal_human_node_O_82_crop_frame_000387_stamp_87900001309_putting_down,#scene-010-0041-hospital-continue,5
P036,4,46,0051,assist,office,sm_briefcase3,office_sm_briefcase3,office_1-1200_2400,office_1_0051_assist_sm_briefcase3_proposal_human_node_O_178_crop_frame_000278_stamp_339500005058_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0051_assist_sm_briefcase3_proposal_human_node_O_178_crop_frame_000278_stamp_339500005058_carrying,#scene-046-0051-office-assist,3
P036,5,40,0036,warn,office,largebox_0001,office_largebox_0001,office_1-2400_3600,office_1_0036_warn_largebox_0001_proposal_human_node_O_149_crop_frame_000267_stamp_412550006147_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0036_warn_largebox_0001_proposal_human_node_O_149_crop_frame_000267_stamp_412550006147_kicking,#scene-040-0036-office-warn,6
P037,1,45,0048,avoid,office,clothesstand_0001,office_clothesstand_0001,office_1-0000_1200,office_1_0048_avoid_clothesstand_0001_proposal_human_node_O_96_crop_frame_000329_stamp_267450003985_standing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0048_avoid_clothesstand_0001_proposal_human_node_O_96_crop_frame_000329_stamp_267450003985_standing,#scene-045-0048-office-avoid,6
P037,2,36,0031,continue,office,sm_plant12,office_sm_plant12,office_1-2400_3600,office_1_0031_continue_sm_plant12_proposal_human_node_O_149_crop_frame_000236_stamp_407350006069_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0031_continue_sm_plant12_proposal_human_node_O_149_crop_frame_000236_stamp_407350006069_carrying,#scene-036-0031-office-continue,6
P037,3,30,0024,warn,office,woodchair_0001,office_woodchair_0001,office_1-3600_4800,office_1_0024_warn_woodchair_0001_proposal_human_node_O_86_crop_frame_000241_stamp_490300007306_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0024_warn_woodchair_0001_proposal_human_node_O_86_crop_frame_000241_stamp_490300007306_carrying,#scene-030-0024-office-warn,6
P037,4,7,0034,monitor,hospital,plasticbox_0001,hospital_plasticbox_0001,hospital_1-1200_2400,hospital_1_0034_monitor_plasticbox_0001_proposal_human_node_O_132_crop_frame_000375_stamp_180450002688_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0034_monitor_plasticbox_0001_proposal_human_node_O_132_crop_frame_000375_stamp_180450002688_kicking,#scene-007-0034-hospital-monitor,3
P037,5,33,0027,assist,office,instancedbp_door_250cm4,office_instancedbp_door_250cm4,office_1-4800_6000,office_1_0027_assist_instancedbp_door_250cm4_proposal_human_node_O_99_crop_frame_000414_stamp_598800008922_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0027_assist_instancedbp_door_250cm4_proposal_human_node_O_99_crop_frame_000414_stamp_598800008922_carrying,#scene-033-0027-office-assist,4
P038,1,65,0088,continue,warehouse,smallbox_0001,warehouse_smallbox_0001,warehouse_1,warehouse_1_0088_continue_smallbox_0001_proposal_human_node_O_138_crop_frame_000458_stamp_148700002215_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0088_continue_smallbox_0001_proposal_human_node_O_138_crop_frame_000458_stamp_148700002215_carrying,#scene-065-0088-warehouse-continue,6
P038,2,35,0029,monitor,office,woodchair_0001,office_woodchair_0001,office_1-3600_4800,office_1_0029_monitor_woodchair_0001_proposal_human_node_O_86_crop_frame_000253_stamp_492600007340_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0029_monitor_woodchair_0001_proposal_human_node_O_86_crop_frame_000253_stamp_492600007340_lifting,#scene-035-0029-office-monitor,2
P038,3,64,0085,assist,warehouse,plasticbox_0001,warehouse_plasticbox_0001,warehouse_1,warehouse_1_0085_assist_plasticbox_0001_proposal_human_node_O_112_crop_frame_000436_stamp_143250002134_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0085_assist_plasticbox_0001_proposal_human_node_O_112_crop_frame_000436_stamp_143250002134_lifting,#scene-064-0085-warehouse-assist,2
P038,4,29,0023,avoid,office,plasticbox_0001,office_plasticbox_0001,office_1-2400_3600,office_1_0023_avoid_plasticbox_0001_proposal_human_node_O_83_crop_frame_000105_stamp_383600005716_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0023_avoid_plasticbox_0001_proposal_human_node_O_83_crop_frame_000105_stamp_383600005716_kicking,#scene-029-0023-office-avoid,1
P038,5,40,0036,warn,office,largebox_0001,office_largebox_0001,office_1-2400_3600,office_1_0036_warn_largebox_0001_proposal_human_node_O_149_crop_frame_000267_stamp_412550006147_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0036_warn_largebox_0001_proposal_human_node_O_149_crop_frame_000267_stamp_412550006147_kicking,#scene-040-0036-office-warn,2
P039,1,6,0033,avoid,hospital,plasticbox_0001,hospital_plasticbox_0001,hospital_1-1200_2400,hospital_1_0033_avoid_plasticbox_0001_proposal_human_node_O_132_crop_frame_000370_stamp_179700002677_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0033_avoid_plasticbox_0001_proposal_human_node_O_132_crop_frame_000370_stamp_179700002677_kicking,#scene-006-0033-hospital-avoid,2
P039,2,42,0040,assist,office,monitor_0002,office_monitor_0002,office_1-1200_2400,office_1_0040_assist_monitor_0002_proposal_human_node_O_63_crop_frame_000207_stamp_325000004842_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0040_assist_monitor_0002_proposal_human_node_O_63_crop_frame_000207_stamp_325000004842_carrying,#scene-042-0040-office-assist,6
P039,3,30,0024,warn,office,woodchair_0001,office_woodchair_0001,office_1-3600_4800,office_1_0024_warn_woodchair_0001_proposal_human_node_O_86_crop_frame_000241_stamp_490300007306_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0024_warn_woodchair_0001_proposal_human_node_O_86_crop_frame_000241_stamp_490300007306_carrying,#scene-030-0024-office-warn,1
P039,4,9,0037,monitor,hospital,suitcase_0001,hospital_suitcase_0001,hospital_1-0000_1200,hospital_1_0037_monitor_suitcase_0001_proposal_human_node_O_97_crop_frame_000341_stamp_79950001191_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0037_monitor_suitcase_0001_proposal_human_node_O_97_crop_frame_000341_stamp_79950001191_kicking,#scene-009-0037-hospital-monitor,2
P039,5,12,0001,continue,office,largebox_0001,office_largebox_0001,office_1-1200_2400,office_1_0001_continue_largebox_0001_proposal_human_node_O_0_crop_frame_000001_stamp_285200004249_standing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0001_continue_largebox_0001_proposal_human_node_O_0_crop_frame_000001_stamp_285200004249_standing,#scene-012-0001-office-continue,2
P040,1,18,0011,assist,office,suitcase_0001,office_suitcase_0001,office_1-1200_2400,office_1_0011_assist_suitcase_0001_proposal_human_node_O_21_crop_frame_000041_stamp_293400004372_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0011_assist_suitcase_0001_proposal_human_node_O_21_crop_frame_000041_stamp_293400004372_carrying,#scene-018-0011-office-assist,6
P040,2,12,0001,continue,office,largebox_0001,office_largebox_0001,office_1-1200_2400,office_1_0001_continue_largebox_0001_proposal_human_node_O_0_crop_frame_000001_stamp_285200004249_standing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0001_continue_largebox_0001_proposal_human_node_O_0_crop_frame_000001_stamp_285200004249_standing,#scene-012-0001-office-continue,3
P040,3,28,0022,monitor,office,largebox_0002,office_largebox_0002,office_1-0000_1200,office_1_0022_monitor_largebox_0002_proposal_human_node_O_43_crop_frame_000133_stamp_226850003380_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0022_monitor_largebox_0002_proposal_human_node_O_43_crop_frame_000133_stamp_226850003380_kicking,#scene-028-0022-office-monitor,2
P040,4,57,0024,warn,warehouse,largebox_0002,warehouse_largebox_0002,warehouse_1,warehouse_1_0024_warn_largebox_0002_proposal_human_node_O_58_crop_frame_000163_stamp_85250001270_throwing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0024_warn_largebox_0002_proposal_human_node_O_58_crop_frame_000163_stamp_85250001270_throwing,#scene-057-0024-warehouse-warn,4
P040,5,38,0033,avoid,office,woodchair_0001,office_woodchair_0001,office_1-3600_4800,office_1_0033_avoid_woodchair_0001_proposal_human_node_O_86_crop_frame_000262_stamp_494650007370_placing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0033_avoid_woodchair_0001_proposal_human_node_O_86_crop_frame_000262_stamp_494650007370_placing,#scene-038-0033-office-avoid,1
